#CODE;ENGLISH;;;;;;;;;;;;;x
arcane_theory_ritual_magic_1;Tome on Ritualistic Magic;;;;;;;;;;;;;x
arcane_theory_ritual_magic_1_desc;This arcane theory tome covers advanced concepts of ritualistic magic.;;;;;;;;;;;;;x
arcane_theory_ritual_magic_2;Excellent Tome on Ritualistic Magic;;;;;;;;;;;;;x
arcane_theory_ritual_magic_2_desc;This arcane theory tome covers advanced concepts of ritualistic magic.;;;;;;;;;;;;;x
arcane_theory_ritual_magic_3;Extraordinary Tome on Ritualistic Magic;;;;;;;;;;;;;x
arcane_theory_ritual_magic_3_desc;This arcane theory tome covers advanced concepts of ritualistic magic.;;;;;;;;;;;;;x
arcane_theory_ritual_magic_4;Masterwork Tome on Ritualistic Magic;;;;;;;;;;;;;x
arcane_theory_ritual_magic_4_desc;This arcane theory tome covers advanced concepts of ritualistic magic.;;;;;;;;;;;;;x
arcane_theory_formula_magic_1;Tome on Formulaic Magic;;;;;;;;;;;;;x
arcane_theory_formula_magic_1_desc;This arcane theory tome covers advanced concepts of formulaic magic.;;;;;;;;;;;;;x
arcane_theory_formula_magic_2;Excellent Tome on Formulaic Magic;;;;;;;;;;;;;x
arcane_theory_formula_magic_2_desc;This arcane theory tome covers advanced concepts of formulaic magic.;;;;;;;;;;;;;x
arcane_theory_formula_magic_3;Extraordinary Tome on Formulaic Magic;;;;;;;;;;;;;x
arcane_theory_formula_magic_3_desc;This arcane theory tome covers advanced concepts of formulaic magic.;;;;;;;;;;;;;x
arcane_theory_formula_magic_4;Masterwork Tome on Formulaic Magic;;;;;;;;;;;;;x
arcane_theory_formula_magic_4_desc;This arcane theory tome covers advanced concepts of formulaic magic.;;;;;;;;;;;;;x
arcane_theory_magic_techniques_1;Tome on Advanced Magic Techniques;;;;;;;;;;;;;x
arcane_theory_magic_techniques_1_desc;This arcane theory tome covers advanced magical techniques. Covering Animal, Auram, Aquam, Corpus, and Rego.;;;;;;;;;;;;;x
arcane_theory_magic_techniques_2;ExcellentTome on Advanced Magic Techniques;;;;;;;;;;;;;x
arcane_theory_magic_techniques_2_desc;This arcane theory tome covers advanced magical techniques. Covering Creo, Intellego, Muto, Perdo, and Rego.;;;;;;;;;;;;;x
arcane_theory_magic_techniques_3;Extraordinary Tome on Advanced Magic Techniques;;;;;;;;;;;;;x
arcane_theory_magic_techniques_3_desc;This arcane theory tome covers advanced magical techniques. Covering Creo, Intellego, Muto, Perdo, and Rego.;;;;;;;;;;;;;x
arcane_theory_magic_techniques_4;Masterwork Tome on Advanced Magic Techniques;;;;;;;;;;;;;x
arcane_theory_magic_techniques_4_desc;This arcane theory tome covers advanced magical techniques. Covering Creo, Intellego, Muto, Perdo, and Rego.;;;;;;;;;;;;;x
arcane_theory_magic_forms_1;Tome on Advanced Magical Forms;;;;;;;;;;;;;x
arcane_theory_magic_forms_1_desc;This arcane theory tome covers advanced magical techniques. Covering Animal, Auram, Aquam, Corpus, Herbam, Ignem, Imaginem, Mentem, Terram and Vim.;;;;;;;;;;;;;x
arcane_theory_magic_forms_2;Excellent Tome on Advanced Magical Forms;;;;;;;;;;;;;x
arcane_theory_magic_forms_2_desc;This arcane theory tome covers advanced magical techniques. Covering Animal, Auram, Aquam, Corpus, Herbam, Ignem, Imaginem, Mentem, Terram and Vim.;;;;;;;;;;;;;x
arcane_theory_magic_forms_3;Extraordinary Tome on Advanced Magical Forms;;;;;;;;;;;;;x
arcane_theory_magic_forms_3_desc;This arcane theory tome covers advanced magical techniques. Covering Animal, Auram, Aquam, Corpus, Herbam, Ignem, Imaginem, Mentem, Terram and Vim.;;;;;;;;;;;;;x
arcane_theory_magic_forms_4;Masterwork Tome on Advanced Magical Forms;;;;;;;;;;;;;x
arcane_theory_magic_forms_4_desc;This arcane theory tome covers advanced magical techniques. Covering Animal, Auram, Aquam, Corpus, Herbam, Ignem, Imaginem, Mentem, Terram and Vim.;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_1;An Arcane Bestiary Tome;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_1_desc;This arcane theory tome is a bestiary of arcane creatures, and mundane creatures which can be harvested for arcane purposes.;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_2;An Excellent Arcane Bestiary Tome;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_2_desc;This arcane theory tome is a bestiary of arcane creatures, and mundane creatures which can be harvested for arcane purposes.;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_3;An Extraordinary Arcane Bestiary Tome;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_3_desc;This arcane theory tome is a bestiary of arcane creatures, and mundane creatures which can be harvested for arcane purposes.;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_4;A Masterwork Arcane Bestiary Tome;;;;;;;;;;;;;x
arcane_theory_arcane_bestiary_4_desc;This arcane theory tome is a bestiary of arcane creatures, and mundane creatures which can be harvested for arcane purposes.;;;;;;;;;;;;;x
arcane_theory_realms_power_1;Realms of Power Tome;;;;;;;;;;;;;x
arcane_theory_realms_power_1_desc;This arcane theory tome covers realms of power, both upon this Earth and those that exist beyond.;;;;;;;;;;;;;x
arcane_theory_realms_power_2;Excellent Realms of Power Tome;;;;;;;;;;;;;x
arcane_theory_realms_power_2_desc;This arcane theory tome covers realms of power, both upon this Earth and those that exist beyond.;;;;;;;;;;;;;x
arcane_theory_realms_power_3;Extraordinary Realms of Power Tome;;;;;;;;;;;;;x
arcane_theory_realms_power_3_desc;This arcane theory tome covers realms of power, both upon this Earth and those that exist beyond.;;;;;;;;;;;;;x
arcane_theory_realms_power_4;Masterwork Realms of Power Tome;;;;;;;;;;;;;x
arcane_theory_realms_power_4_desc;This arcane theory tome covers realms of power, both upon this Earth and those that exist beyond.;;;;;;;;;;;;;x
dw_lycurgus_cup;Lygurgus Cup;;;;;;;;;;;;;x
dw_lycurgus_cup_desc;A technological marvel from the Roman Empire. The cup changes colors from Jade to Red based on lighting or fluids it holds.;;;;;;;;;;;;;x
dw_derrynaflan_cup;Derrynaflan Chalice;;;;;;;;;;;;;x
dw_derrynaflan_cup_desc;A cup utilized during Christian religious ceremonies. Irish craftsmanship.;;;;;;;;;;;;;x
dw_basic_diplomacy_book;Principles of Etiquette;;;;;;;;;;;;;x
dw_basic_diplomacy_book_desc;A simple book on etiquette that can be useful in diplomatic situations.;;;;;;;;;;;;;x
dw_basic_intrigue_book;Tales of a Handmaiden;;;;;;;;;;;;;x
dw_basic_intrigue_book_desc;A book rumored to be based on the diary of a handmaiden to a Queen.;;;;;;;;;;;;;x
dw_basic_stewardship_book;Roman Roads;;;;;;;;;;;;;x
dw_basic_stewardship_book_desc;A book that covers the Roman approach to road building, with some enlightening insight to the economical impacts.;;;;;;;;;;;;;x
dw_basic_martial_book;Infantry Leads the Way;;;;;;;;;;;;;x
dw_basic_martial_book_desc;A military manual on different formations and training exercises to address common battlefield situations.;;;;;;;;;;;;;x
dw_basic_learning_book;Mediterranean Mysteries;;;;;;;;;;;;;x
dw_basic_learning_book_desc;A book that tries to figure out mysteries using facts and logic.;;;;;;;;;;;;;x
dw_aladdins_lamp;Aladdin's Lamp;;;;;;;;;;;;;x
dw_aladdins_lamp_desc;A genie's lamp is impressive enough, but Aladdin's fabled lamp is legendary.;;;;;;;;;;;;;x
dw_armor_female_wolf_plate;Wolf Plate Mail;;;;;;;;;;;;;x
dw_armor_female_wolf_plate_desc;Women's plate mail, made of steel and silver, with sculpted wolf heads at the shoulders. Said to protect one from werewolves.;;;;;;;;;;;;;x
dw_diablerie_book;Diableries;;;;;;;;;;;;;x
dw_diablerie_book_desc;A black bound book which carries a slight scent of charred flesh. Claims to hold the path to vampiric immortality.;;;;;;;;;;;;;x
dw_hiccup_dragon_plate;Sleeping Dragon Plate;;;;;;;;;;;;;x
dw_hiccup_dragon_plate_desc;A ceramic plate depicting a young man laying down, while encircled by a sleeping dragon.;;;;;;;;;;;;;x
dw_dildo_01;Ye Ole Dildo;;;;;;;;;;;;;x
dw_dildo_01_desc;A quality crafted implement for pleasure.;;;;;;;;;;;;;x
dw_astrid_doll;Norse Maiden Doll;;;;;;;;;;;;;x
dw_astrid_doll_desc;A fine made doll, which has an unnatural warmth when held.;;;;;;;;;;;;;x
